Calendar_Dt,Cust_Id,Recharge_Dt,Recharge_Amt_Num
2019-03-31,586,2019-02-12,5.00
2019-03-31,586,2019-03-09,10.00
2019-03-31,586,2019-01-26,5.00
2019-03-31,586,2018-12-29,5.00
2019-03-31,586,2019-03-24,5.00
2019-03-31,586,2019-01-15,10.00
2019-03-31,586,2019-02-26,5.00
2019-03-31,586,2019-03-25,5.00
2019-03-31,586,2019-03-01,5.00
2019-03-31,586,2018-12-31,5.00
2019-03-31,586,2019-03-04,5.00
2019-03-31,586,2019-03-13,6.00
2019-03-31,586,2019-02-25,5.00
2019-03-31,586,2019-01-24,5.00
2019-03-31,586,2019-01-31,10.00
2019-03-31,586,2019-03-06,10.00
2019-03-31,586,2019-01-09,5.00
2019-03-31,586,2019-01-03,5.00
2019-03-31,586,2019-02-19,5.00
2019-03-31,586,2019-01-11,10.00
2019-03-31,586,2019-03-19,5.00
2019-03-31,586,2019-02-22,5.00
2019-03-31,602,2019-02-21,40.00
2019-03-31,602,2019-01-24,20.00
2019-03-31,602,2019-03-03,40.00
2019-03-31,602,2019-01-14,40.00
2019-03-31,645,2019-02-26,60.00
2019-03-31,645,2019-01-21,50.00
2019-03-31,645,2019-02-14,60.00
2019-03-31,645,2019-01-25,60.00
2019-03-31,645,2019-01-12,100.00
2019-03-31,645,2019-03-10,50.00
2019-03-31,645,2019-02-27,100.00
2019-03-31,645,2019-01-08,100.00
2019-03-31,645,2019-02-06,70.00
2019-03-31,645,2019-01-30,50.00
2019-03-31,645,2019-01-02,50.00
2019-03-31,645,2019-01-15,50.00
2019-03-31,645,2019-02-11,50.00
2019-03-31,645,2019-03-03,50.00
2019-03-31,645,2019-03-12,100.00
2019-03-31,645,2019-03-20,74.00
2019-03-31,645,2019-03-18,50.00
2019-03-31,648,2019-01-06,150.00
2019-03-31,648,2019-03-10,150.00
2019-03-31,648,2019-01-24,125.00
2019-03-31,648,2018-12-31,25.00
2019-03-31,648,2019-02-16,125.00
2019-03-31,648,2019-01-14,25.00
2019-03-31,648,2019-01-28,25.00
2019-03-31,847,2019-02-22,126.00
2019-03-31,847,2019-01-24,73.00
2019-03-31,847,2019-03-22,38.00
2019-03-31,847,2019-01-31,20.00
2019-03-31,849,2019-01-30,20.00
2019-03-31,849,2019-03-02,20.00
2019-03-31,849,2019-01-04,10.00
2019-03-31,849,2018-12-31,10.00
2019-03-31,849,2019-01-15,10.00
2019-03-31,849,2019-02-12,20.00
2019-03-31,894,2019-01-24,60.00
2019-03-31,894,2019-01-17,15.00
2019-03-31,894,2019-03-11,65.00
2019-03-31,894,2018-12-31,75.00
2019-03-31,913,2019-01-06,15.00
2019-03-31,913,2019-03-29,15.00
2019-03-31,913,2019-03-02,15.00
2019-03-31,913,2019-02-05,15.00
2019-03-31,968,2019-01-21,5.00
2019-03-31,968,2019-03-09,64.00
2019-03-31,968,2019-01-09,63.00
2019-03-31,968,2019-02-09,65.00
2019-03-31,968,2019-02-18,5.00
2019-03-31,1005,2019-03-07,30.00
2019-03-31,1005,2019-03-03,8.00
2019-03-31,1005,2019-03-02,10.00
2019-03-31,1005,2019-03-04,9.00
2019-03-31,1005,2019-03-24,10.00
2019-03-31,1005,2019-02-26,45.00
2019-03-31,1005,2019-03-06,10.00
2019-03-31,1005,2019-03-10,20.00
2019-03-31,1006,2019-02-23,50.00
2019-03-31,1006,2019-03-27,50.00
2019-03-31,1006,2019-03-21,100.00
2019-03-31,1006,2019-02-24,50.00
2019-03-31,1006,2019-02-05,50.00
2019-03-31,1006,2019-01-19,30.00
2019-03-31,1006,2019-03-06,50.00
2019-03-31,1006,2019-01-21,90.00
2019-03-31,1006,2019-03-12,50.00
2019-03-31,1006,2019-01-26,50.00
2019-03-31,1006,2019-02-20,50.00
2019-03-31,1006,2019-02-11,50.00
2019-03-31,1006,2019-01-14,50.00
2019-03-31,1043,2019-03-02,47.00
2019-03-31,1043,2019-03-25,37.00
2019-03-31,1043,2019-03-10,40.00
2019-03-31,1043,2019-01-31,42.00
2019-03-31,1043,2019-02-17,50.00
2019-03-31,1043,2019-01-05,40.00
2019-03-31,1043,2018-12-28,45.00
2019-03-31,1053,2019-02-02,10.00
2019-03-31,1053,2019-01-12,10.00
2019-03-31,1053,2019-03-11,10.00
2019-03-31,1053,2019-03-01,10.00
2019-03-31,1053,2019-02-12,10.00
2019-03-31,1053,2019-03-15,10.00
2019-03-31,1062,2019-01-02,10.00
2019-03-31,1062,2019-03-16,10.00
2019-03-31,1062,2019-01-14,10.00
2019-03-31,1062,2019-02-04,10.00
2019-03-31,1062,2019-02-19,10.00
2019-03-31,1073,2019-03-28,90.00
2019-03-31,1073,2019-01-27,90.00
2019-03-31,1073,2018-12-28,90.00
2019-03-31,1073,2019-02-26,90.00
2019-03-31,1083,2019-02-23,60.00
2019-03-31,1083,2019-01-12,58.00
2019-03-31,1083,2019-03-16,60.00
2019-03-31,1083,2019-01-02,60.00
2019-03-31,1092,2019-03-19,200.00
2019-03-31,1092,2018-12-30,150.00
2019-03-31,1092,2019-02-08,75.00
2019-03-31,1092,2019-02-19,10.00
2019-03-31,1092,2019-01-23,200.00
2019-03-31,1092,2019-01-09,50.00
2019-03-31,1092,2019-02-07,215.00
2019-03-31,1092,2019-01-26,150.00
2019-03-31,1092,2019-02-06,100.00
2019-03-31,1092,2019-03-05,250.00
2019-03-31,1092,2018-12-29,48.00
2019-03-31,1092,2019-03-17,100.00
2019-03-31,1092,2019-01-24,50.00
2019-03-31,1177,2019-02-02,40.00
2019-03-31,1177,2019-03-19,35.00
2019-03-31,1177,2019-02-23,48.00
2019-03-31,1177,2019-01-03,40.00
2019-03-31,1209,2019-03-15,50.00
2019-03-31,1209,2019-01-29,125.00
2019-03-31,1209,2019-03-16,60.00
2019-03-31,1209,2019-03-17,20.00
2019-03-31,1209,2019-02-25,10.00
2019-03-31,1209,2019-02-22,20.00
2019-03-31,1209,2019-01-26,15.00
2019-03-31,1209,2019-02-26,100.00
2019-03-31,1209,2019-02-20,10.00
2019-03-31,1209,2018-12-30,130.00
2019-03-31,1215,2019-01-02,23.00
2019-03-31,1215,2019-03-05,23.00
2019-03-31,1215,2019-02-06,25.00
2019-03-31,1215,2019-02-18,10.00
2019-03-31,1314,2019-01-21,65.00
2019-03-31,1314,2019-02-17,70.00
2019-03-31,1314,2019-03-22,8.00
2019-03-31,1314,2019-03-20,65.00
2019-03-31,1396,2019-01-30,10.00
2019-03-31,1396,2019-01-05,10.00
2019-03-31,1396,2019-01-22,10.00
2019-03-31,1396,2019-02-02,10.00
2019-03-31,1396,2019-03-28,10.00
2019-03-31,1396,2019-02-27,10.00
2019-03-31,1396,2019-03-17,10.00
2019-03-31,1414,2019-02-10,30.00
2019-03-31,1414,2019-01-26,15.00
2019-03-31,1414,2019-03-08,30.00
2019-03-31,1414,2019-01-01,15.00
2019-03-31,1479,2019-01-26,144.00
2019-03-31,1479,2019-03-06,10.00
2019-03-31,1479,2019-03-24,143.00
2019-03-31,1479,2018-12-29,100.00
2019-03-31,1479,2019-02-25,142.00
2019-03-31,1479,2019-02-15,45.00
2019-03-31,1522,2019-03-25,10.00
2019-03-31,1522,2019-01-08,10.00
2019-03-31,1522,2019-01-18,10.00
2019-03-31,1522,2019-02-06,10.00
2019-03-31,1522,2019-02-25,10.00
2019-03-31,1522,2019-03-14,10.00
2019-03-31,1601,2019-03-16,30.00
2019-03-31,1601,2019-02-02,10.00
2019-03-31,1601,2019-01-07,40.00
2019-03-31,1601,2019-01-29,30.00
2019-03-31,1647,2019-01-13,15.00
2019-03-31,1647,2019-01-14,28.00
2019-03-31,1647,2019-01-07,29.00
2019-03-31,1647,2019-02-09,43.00
2019-03-31,1647,2019-01-19,28.00
2019-03-31,1647,2019-03-21,58.00
2019-03-31,1647,2018-12-31,23.00
2019-03-31,1647,2019-03-16,116.00
2019-03-31,1647,2018-12-29,29.00
2019-03-31,1647,2019-01-20,22.00
2019-03-31,1647,2019-01-06,29.00
2019-03-31,1647,2019-01-03,30.00
2019-03-31,1647,2019-02-04,29.00
2019-03-31,1647,2019-03-17,81.00
2019-03-31,1647,2019-02-13,58.00
2019-03-31,1647,2018-12-30,22.00
2019-03-31,1647,2019-03-23,29.00
2019-03-31,1647,2019-02-08,23.00
2019-03-31,1647,2019-01-21,22.00
2019-03-31,1647,2019-03-26,59.00
2019-03-31,1647,2019-03-12,29.00
2019-03-31,1647,2019-01-27,49.00
2019-03-31,1647,2019-02-05,30.00
2019-03-31,1647,2019-01-04,58.00
2019-03-31,1647,2019-02-19,29.00
2019-03-31,1647,2019-01-12,58.00
2019-03-31,1647,2019-01-01,29.00
2019-03-31,1647,2019-03-18,29.00
2019-03-31,1647,2019-03-06,58.00
2019-03-31,1647,2019-02-17,29.00
2019-03-31,1647,2019-02-11,51.00
2019-03-31,1647,2019-02-25,29.00
2019-03-31,1647,2019-01-17,29.00
2019-03-31,1647,2019-03-11,29.00
2019-03-31,1647,2019-02-21,15.00
2019-03-31,1647,2019-01-11,15.00
2019-03-31,1647,2019-02-12,28.00
2019-03-31,1647,2019-01-05,22.00
2019-03-31,1647,2019-03-27,29.00
2019-03-31,1647,2019-01-08,59.00
2019-03-31,1647,2019-02-16,29.00
2019-03-31,1647,2019-01-09,100.00
2019-03-31,1647,2019-03-22,15.00
2019-03-31,1647,2019-03-25,29.00
2019-03-31,1647,2019-01-10,28.00
2019-03-31,1647,2019-02-20,30.00
2019-03-31,1647,2019-02-06,22.00
2019-03-31,1647,2019-01-22,22.00
2019-03-31,1647,2019-02-07,29.00
2019-03-31,1647,2019-02-27,44.00
2019-03-31,1647,2019-03-02,22.00
2019-03-31,1647,2019-03-19,30.00
2019-03-31,1647,2019-02-01,15.00
2019-03-31,1647,2019-02-15,29.00
2019-03-31,1673,2019-01-22,15.00
2019-03-31,1673,2019-03-05,15.00
2019-03-31,1673,2019-01-01,15.00
2019-03-31,1673,2019-03-23,15.00
2019-03-31,1673,2019-02-12,15.00
2019-03-31,1706,2019-02-21,15.00
2019-03-31,1706,2019-03-29,10.00
2019-03-31,1706,2019-03-17,10.00
2019-03-31,1706,2019-01-19,10.00
2019-03-31,1706,2019-02-05,10.00
2019-03-31,1706,2019-02-13,10.00
2019-03-31,1706,2019-01-07,10.00
2019-03-31,1759,2019-02-14,10.00
2019-03-31,1759,2019-01-19,10.00
2019-03-31,1759,2019-03-10,10.00
2019-03-31,1759,2018-12-29,10.00
2019-03-31,1759,2019-01-11,10.00
2019-03-31,1759,2019-01-26,10.00
2019-03-31,1792,2019-01-03,60.00
2019-03-31,1792,2019-03-08,72.00
2019-03-31,1792,2019-01-19,60.00
2019-03-31,1792,2019-03-14,74.00
2019-03-31,1792,2019-02-08,50.00
2019-03-31,1795,2019-03-16,89.00
2019-03-31,1795,2019-03-18,50.00
2019-03-31,1795,2019-02-15,90.00
2019-03-31,1795,2019-01-15,90.00
2019-03-31,1801,2019-02-06,5.00
2019-03-31,1801,2019-03-19,5.00
2019-03-31,1801,2019-03-12,5.00
2019-03-31,1801,2019-02-24,5.00
2019-03-31,1801,2019-01-30,5.00
2019-03-31,1880,2019-03-07,10.00
2019-03-31,1880,2019-01-10,25.00
2019-03-31,1880,2019-02-03,10.00
2019-03-31,1880,2019-01-31,10.00
2019-03-31,1891,2019-03-10,14.00
2019-03-31,1891,2019-03-09,60.00
2019-03-31,1891,2019-01-08,135.00
2019-03-31,1891,2019-03-13,70.00
2019-03-31,1891,2019-02-13,75.00
2019-03-31,1891,2019-01-29,72.00
2019-03-31,1891,2019-02-11,60.00
2019-03-31,1923,2019-01-25,100.00
2019-03-31,1923,2019-02-08,100.00
2019-03-31,1923,2019-02-20,100.00
2019-03-31,1923,2019-03-01,100.00
2019-03-31,1923,2019-01-06,100.00
2019-03-31,1923,2019-03-22,100.00
2019-03-31,1942,2019-01-31,60.00
2019-03-31,1942,2019-01-23,25.00
2019-03-31,1942,2019-03-28,58.00
2019-03-31,1942,2019-01-17,20.00
2019-03-31,1942,2019-02-27,58.00
2019-03-31,1942,2019-01-27,30.00
2019-03-31,1981,2019-02-07,25.00
2019-03-31,1981,2019-01-30,10.00
2019-03-31,1981,2019-01-27,10.00
2019-03-31,1981,2018-12-29,25.00
2019-03-31,1981,2019-03-16,25.00
2019-03-31,1981,2019-03-27,10.00
2019-03-31,1981,2019-01-19,25.00
2019-03-31,1981,2019-03-20,25.00
2019-03-31,1981,2019-03-09,10.00
2019-03-31,1981,2019-02-22,25.00
2019-03-31,2022,2019-02-15,10.00
2019-03-31,2022,2019-03-19,10.00
2019-03-31,2022,2019-01-11,10.00
2019-03-31,2022,2019-01-20,10.00
2019-03-31,2022,2019-03-11,10.00
2019-03-31,2022,2019-03-20,10.00
2019-03-31,2022,2019-03-06,10.00
2019-03-31,2022,2019-03-28,10.00
2019-03-31,2022,2019-02-22,10.00
2019-03-31,2022,2019-02-08,15.00
2019-03-31,2022,2019-03-26,10.00
2019-03-31,2022,2018-12-28,10.00
2019-03-31,2022,2019-01-27,10.00
2019-03-31,2022,2019-03-15,10.00
2019-03-31,2022,2019-01-14,15.00
2019-03-31,2022,2019-02-01,10.00
2019-03-31,2022,2019-01-17,10.00
2019-03-31,2022,2019-03-02,10.00
2019-03-31,2022,2019-01-12,10.00
2019-03-31,2022,2019-01-04,10.00
2019-03-31,2022,2019-02-28,10.00
2019-03-31,2022,2019-03-12,10.00
2019-03-31,2057,2019-01-12,15.00
2019-03-31,2057,2019-01-23,30.00
2019-03-31,2057,2019-03-25,30.00
2019-03-31,2057,2019-02-12,25.00
2019-03-31,2057,2019-03-30,10.00
2019-03-31,2077,2018-12-29,10.00
2019-03-31,2077,2019-03-04,10.00
2019-03-31,2077,2019-01-22,10.00
2019-03-31,2077,2019-02-06,15.00
2019-03-31,2077,2019-03-24,10.00
2019-03-31,2088,2019-01-09,100.00
2019-03-31,2088,2019-01-26,100.00
2019-03-31,2088,2019-03-30,70.00
2019-03-31,2088,2019-02-11,100.00
2019-03-31,2088,2019-03-05,143.00
2019-03-31,2088,2018-12-29,47.00
2019-03-31,2120,2019-01-29,40.00
2019-03-31,2120,2019-01-02,30.00
2019-03-31,2120,2019-02-28,40.00
2019-03-31,2120,2019-03-30,40.00
2019-03-31,2142,2019-02-12,25.00
2019-03-31,2142,2019-03-13,25.00
2019-03-31,2142,2019-01-13,20.00
2019-03-31,2142,2019-01-04,26.00
2019-03-31,2181,2019-03-30,25.00
2019-03-31,2181,2019-01-01,10.00
2019-03-31,2181,2019-02-18,10.00
2019-03-31,2181,2019-01-30,10.00
2019-03-31,2224,2019-03-07,20.00
2019-03-31,2224,2019-01-03,20.00
2019-03-31,2224,2019-03-19,20.00
2019-03-31,2224,2019-02-13,10.00
2019-03-31,2224,2019-03-12,10.00
2019-03-31,2224,2019-02-24,20.00
2019-03-31,2224,2019-01-24,20.00
2019-03-31,2224,2019-02-04,10.00
2019-03-31,2224,2019-02-19,10.00
2019-03-31,2232,2019-02-13,29.00
2019-03-31,2232,2019-02-10,50.00
2019-03-31,2232,2019-03-11,25.00
2019-03-31,2232,2019-01-13,50.00
2019-03-31,2232,2019-01-27,50.00
2019-03-31,2232,2019-03-24,25.00
2019-03-31,2232,2019-03-04,25.00
2019-03-31,2232,2019-03-29,29.00
2019-03-31,2232,2018-12-31,50.00
2019-03-31,2276,2019-01-24,60.00
2019-03-31,2276,2019-02-23,58.00
2019-03-31,2276,2019-01-14,60.00
2019-03-31,2276,2019-03-25,59.00
2019-03-31,2310,2019-03-28,10.00
2019-03-31,2310,2019-02-13,15.00
2019-03-31,2310,2019-03-06,15.00
2019-03-31,2310,2019-02-08,10.00
2019-03-31,2310,2019-01-03,10.00
2019-03-31,2310,2019-02-23,15.00
2019-03-31,2310,2019-03-16,10.00
2019-03-31,2310,2019-02-03,10.00
2019-03-31,2310,2019-01-02,10.00
2019-03-31,2310,2019-01-13,10.00
2019-03-31,2310,2019-01-24,10.00
2019-03-31,2310,2019-01-01,10.00
2019-03-31,2310,2018-12-29,10.00
2019-03-31,2528,2019-01-30,70.00
2019-03-31,2528,2018-12-31,65.00
2019-03-31,2528,2019-02-14,20.00
2019-03-31,2528,2019-03-20,70.00
2019-03-31,2528,2019-02-05,70.00
2019-03-31,2528,2019-01-17,50.00
2019-03-31,2528,2019-02-12,66.00
2019-03-31,2528,2019-02-21,30.00
2019-03-31,2537,2019-02-28,10.00
2019-03-31,2537,2019-01-27,10.00
2019-03-31,2537,2019-02-24,10.00
2019-03-31,2537,2019-02-07,10.00
2019-03-31,2537,2019-01-06,10.00
2019-03-31,2537,2018-12-30,10.00
2019-03-31,2537,2019-01-18,10.00
2019-03-31,2537,2019-03-17,10.00
2019-03-31,2537,2019-03-30,10.00
2019-03-31,2550,2019-02-05,10.00
2019-03-31,2550,2019-01-01,10.00
2019-03-31,2550,2019-03-28,10.00
2019-03-31,2550,2019-02-27,10.00
2019-03-31,2576,2019-02-03,20.00
2019-03-31,2576,2019-02-20,20.00
2019-03-31,2576,2019-02-06,20.00
2019-03-31,2576,2019-03-27,20.00
2019-03-31,2576,2019-03-30,50.00
2019-03-31,2576,2019-03-15,50.00
2019-03-31,2576,2019-01-21,20.00
2019-03-31,2576,2019-03-06,50.00
2019-03-31,2576,2019-01-18,20.00
2019-03-31,2576,2019-02-15,20.00
2019-03-31,2576,2018-12-29,20.00
2019-03-31,2576,2019-02-24,50.00
2019-03-31,2576,2019-01-31,18.00
2019-03-31,2576,2019-01-06,20.00
2019-03-31,2576,2019-01-10,20.00
2019-03-31,2576,2019-01-25,20.00
2019-03-31,2576,2018-12-31,20.00
2019-03-31,2576,2019-02-11,20.00
2019-03-31,2576,2019-01-12,20.00
2019-03-31,2576,2019-01-28,20.00
2019-03-31,2604,2019-03-08,10.00
2019-03-31,2604,2019-03-02,10.00
2019-03-31,2604,2019-01-14,10.00
2019-03-31,2604,2019-02-07,10.00
2019-03-31,2604,2019-03-22,10.00
2019-03-31,2636,2019-02-27,20.00
2019-03-31,2636,2019-02-13,20.00
2019-03-31,2636,2019-01-15,25.00
2019-03-31,2636,2019-01-18,10.00
2019-03-31,2636,2019-01-14,10.00
2019-03-31,2636,2019-02-18,10.00
2019-03-31,2636,2019-02-09,10.00
2019-03-31,2636,2019-03-21,10.00
2019-03-31,2649,2018-12-29,20.00
2019-03-31,2649,2019-02-18,10.00
2019-03-31,2649,2019-02-04,30.00
2019-03-31,2649,2019-01-06,10.00
2019-03-31,2649,2019-01-27,15.00
2019-03-31,2649,2019-01-13,10.00
2019-03-31,2649,2019-03-04,20.00
2019-03-31,2649,2019-02-25,15.00
2019-03-31,2649,2019-03-20,10.00
2019-03-31,2649,2019-01-20,15.00
2019-03-31,2649,2019-03-13,10.00
2019-03-31,2652,2019-03-17,10.00
2019-03-31,2652,2019-01-10,5.00
2019-03-31,2652,2019-03-01,15.00
2019-03-31,2652,2019-01-03,5.00
2019-03-31,2659,2019-02-24,100.00
2019-03-31,2659,2019-01-21,100.00
2019-03-31,2659,2019-01-12,72.00
2019-03-31,2659,2019-03-29,50.00
2019-03-31,2659,2019-03-21,100.00
2019-03-31,2675,2019-01-18,39.00
2019-03-31,2675,2019-01-14,10.00
2019-03-31,2675,2019-02-16,40.00
2019-03-31,2675,2019-01-02,15.00
2019-03-31,2675,2019-03-21,37.00
2019-03-31,2675,2019-01-09,10.00
2019-03-31,2675,2019-03-22,20.00
2019-03-31,2682,2019-01-11,43.00
2019-03-31,2682,2019-01-05,40.00
2019-03-31,2682,2018-12-29,47.00
2019-03-31,2682,2019-02-04,10.00
2019-03-31,2682,2019-02-18,90.00
2019-03-31,2682,2019-03-21,43.00
2019-03-31,2682,2019-02-05,10.00
2019-03-31,2684,2019-02-23,100.00
2019-03-31,2684,2019-03-18,100.00
2019-03-31,2684,2019-01-18,100.00
2019-03-31,2684,2019-02-12,100.00
2019-03-31,2684,2019-03-07,100.00
2019-03-31,2684,2019-02-01,100.00
2019-03-31,2741,2019-03-10,10.00
2019-03-31,2741,2019-01-21,10.00
2019-03-31,2741,2019-03-05,30.00
2019-03-31,2741,2019-02-05,20.00
2019-03-31,2741,2019-03-13,10.00
2019-03-31,2795,2019-01-22,30.00
2019-03-31,2795,2019-03-14,44.00
2019-03-31,2795,2019-02-17,10.00
2019-03-31,2795,2019-02-09,29.00
2019-03-31,2795,2019-02-26,30.00
2019-03-31,2795,2019-03-24,24.00
2019-03-31,2795,2019-01-09,30.00
2019-03-31,2795,2019-02-02,24.00
2019-03-31,2795,2019-02-19,25.00
2019-03-31,2795,2019-01-04,25.00
2019-03-31,2795,2018-12-31,30.00
2019-03-31,2795,2019-03-09,20.00
2019-03-31,2795,2019-01-17,14.00
2019-03-31,2866,2019-01-22,5.00
2019-03-31,2866,2019-01-21,10.00
2019-03-31,2866,2019-03-29,10.00
2019-03-31,2866,2019-02-15,10.00
2019-03-31,2866,2019-01-07,5.00
2019-03-31,2866,2019-01-14,10.00
2019-03-31,2866,2019-03-01,5.00
2019-03-31,2866,2019-02-01,10.00
2019-03-31,2866,2019-03-26,10.00
2019-03-31,2866,2019-03-05,10.00
2019-03-31,2866,2019-02-04,5.00
2019-03-31,2866,2019-02-11,9.00
2019-03-31,2866,2019-01-31,5.00
2019-03-31,2866,2019-03-13,5.00
2019-03-31,2866,2019-02-25,10.00
2019-03-31,2866,2019-02-26,5.00
2019-03-31,2866,2019-02-14,5.00
2019-03-31,2866,2019-03-07,5.00
2019-03-31,2866,2019-01-25,10.00
2019-03-31,2866,2019-01-11,5.00
2019-03-31,2866,2019-01-13,5.00
2019-03-31,2866,2019-03-22,10.00
2019-03-31,2866,2019-02-07,10.00
2019-03-31,2866,2018-12-28,10.00
2019-03-31,2866,2019-02-20,5.00
2019-03-31,2866,2019-03-27,10.00
2019-03-31,2866,2019-01-20,5.00
2019-03-31,2866,2019-03-11,10.00
2019-03-31,2866,2019-03-04,5.00
2019-03-31,2866,2019-02-24,5.00
2019-03-31,2866,2019-01-09,10.00
2019-03-31,2866,2019-01-16,5.00
2019-03-31,2866,2019-03-17,10.00
2019-03-31,2866,2019-02-17,10.00
2019-03-31,2866,2019-02-06,5.00
2019-03-31,2866,2019-01-29,10.00
